Simulation_ID,Directory,File,Chain,Type,State,Role,Partner,CoFactor_Name,CoFactor_aC_Dist,CoFactor_ActLoop_Dist,Interface_C_Lobe_Donor_Dist,Interface_N_Lobe_Rec_Dist,R_Spine,C_Spine,C_Helix,Shell_State,Spatial,Dihedral,ActLoop_NT,ActLoop_CT,Phi_D,Psi_D,Cleft_Gape_Dist,Mg_Hijack_Dist,Substrate_Clearance_Angle,D1_Dist,D2_Dist,SB_Dist,HRD_ATP_Dist,DFG_Mg_Dist,DFG_ATP_Dist,PLoop_ATP_Dist,aCb4_aE_Dist,Spine_Bridge_Dist,V104_RS2_Dist,I150_HRD_Dist,Shell_M118_M120_Dist,Y156_N99_Dist,K105_E107_Dist,K105_E121_Dist,K105_N99_Dist,D220_HRD_Dist,ipTM,pTM,PAE_A_to_B,PAE_B_to_A,PAE_Mean_AB,Clean_Sim_ID,Condition_designed,Physical_Chain_State,Condition_reviewed,Sim_Has_Mismatch,Actual_Target_Apo,Physical_State,Condition_clean,Condition_physical,Condition,Macro_State,Binary_State,Binary_C_Helix,Binary_R_Spine,Binary_Spatial
a-csk-wtcat-holo_b-src-wtcat-apo_seed-168561_sample-3_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-168561_sample-3,model.cif,A,CSK-WT,Active (BLAminus),N-lobe Receiver,D,NA,NA,NA,9.92,2.54,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,57.4,61.2,13.86,10.38,128.81,5.9,14.35,3.22,3.73,1.36,1.44,3.18,3.47,4.02,7.08,9.91,4.08,8.55,4.31,3.36,4.12,3.62,0.84,0.86,9.76,10.75,10.25,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-168561_sample-4_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-168561_sample-4,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,10.62,2.55,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.45,20.75,14.3,10.56,134.66,5.45,13.35,13.91,3.67,1.7,2.56,3.22,3.44,3.9,7.13,10.32,3.99,9.53,3.94,4.02,3.24,3.62,0.84,0.86,9.39,10.79,10.09,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-1945009_sample-0_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-1945009_sample-0,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,11.07,2.58,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,57.52,20.88,13.87,10.34,132.96,5.55,12.98,13.85,3.47,1.76,2.49,3.35,3.25,4.05,7.1,10.26,4.05,9.49,3.98,3.61,3.16,3.62,0.84,0.86,9.36,10.76,10.06,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-1945009_sample-1_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-1945009_sample-1,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,9.52,2.51,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,57.26,21.36,13.78,10.55,131.36,5.47,13.01,14.08,3.09,1.74,2.59,3.34,3.54,4.09,7.09,10.22,4.06,9.47,3.98,3.67,3.2,3.59,0.84,0.87,9.21,10.63,9.92,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-1945009_sample-2_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-1945009_sample-2,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,9.41,2.61,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,56.04,24,13.9,10.48,132.15,5.47,13.14,13.94,3.06,1.9,2.73,3.38,3.46,4.11,7.13,10.38,4.09,9.47,3.89,3.72,3.17,3.58,0.84,0.87,9.02,10.66,9.84,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-1945009_sample-3_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-1945009_sample-3,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,10.38,2.55,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,57.59,22.13,13.66,10.52,132.02,5.43,13.13,14.12,3.02,1.71,2.5,3.22,3.5,3.98,7.11,10.24,3.95,9.54,3.97,3.82,3.34,3.62,0.84,0.87,9.3,10.76,10.03,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-1945009_sample-4_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-1945009_sample-4,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,10.76,2.62,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.18,21.5,13.86,10.58,132.98,5.55,13.2,14.06,3.15,1.79,2.64,3.51,3.55,4.07,7.09,10.29,4.09,9.5,4.02,3.77,3.23,3.6,0.84,0.87,9.09,10.52,9.8,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-336329_sample-0_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-336329_sample-0,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,9.54,2.54,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.62,21.74,13.23,10.13,132.15,5.36,13.15,13.78,2.79,1.82,2.44,3.23,3.48,4.08,7.11,10.37,4.13,9.54,4.05,3.61,3.3,3.65,0.84,0.87,9.38,10.61,10,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-336329_sample-1_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-336329_sample-1,model.cif,A,CSK-WT,Active (BLAminus),N-lobe Receiver,D,NA,NA,NA,9.6,2.61,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,65.74,61.53,13.19,10.57,113.53,6.33,13.85,2.66,3.44,1.72,2.33,2.56,3.45,4.21,7.23,9.93,4.25,8.63,4.3,3.1,4.42,3.66,0.84,0.87,9.71,10.63,10.17,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-336329_sample-2_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-336329_sample-2,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,11.04,2.56,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,58.2,21.04,13.88,10.51,133.09,5.45,13.07,13.84,3.28,1.79,2.7,3.16,3.5,4.19,7.11,10.37,4.12,9.61,3.96,3.75,3.2,3.63,0.85,0.87,9.2,10.61,9.9,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-336329_sample-3_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-336329_sample-3,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,10.03,2.56,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.76,22.45,13.13,9.82,140.03,5.55,13.11,14.37,2.62,1.62,2.33,2.86,3.45,3.89,7.11,10.33,4.11,9.53,3.91,3.97,3.12,3.62,0.85,0.87,9.01,10.47,9.74,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-336329_sample-4_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-336329_sample-4,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,9.63,2.62,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,60.66,20.66,13.9,10.33,138.18,5.55,13.35,15.12,3.05,1.66,2.55,3.3,3.56,3.93,7.09,10.25,4.25,9.45,3.91,3.74,3.24,3.6,0.85,0.87,8.96,10.59,9.78,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-345369_sample-0_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-345369_sample-0,model.cif,A,CSK-WT,Active (BLAminus),N-lobe Receiver,D,NA,NA,NA,9.46,2.44,Broken,Intact,Out,Packed,DFGin,BLAminus,NTin,CTin,61.11,58.21,13.46,10.24,129.68,6.79,13.79,12.77,3.59,1.42,2.44,3.06,3.43,3.99,7.04,10.02,4.06,9.66,4.02,3.48,3.22,3.61,0.83,0.86,9.58,10.74,10.16,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 9,Active (BLAminus),Other,Other,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-345369_sample-1_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-345369_sample-1,model.cif,A,CSK-WT,Active (BLAminus),N-lobe Receiver,D,NA,NA,NA,9.48,2.51,Broken,Intact,Out,Packed,DFGin,BLAminus,NTin,CTin,61.31,54.2,14.28,10.71,128.43,7.05,13.98,14.3,4.21,1.87,2.24,3.28,3.49,4.21,7.04,10.17,4.07,9.46,3.94,3.72,3.34,3.63,0.84,0.87,9.21,10.57,9.89,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 9,Active (BLAminus),Other,Other,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-345369_sample-2_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-345369_sample-2,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,9.88,2.54,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.41,22.57,13.63,10.48,131.72,5.65,13.18,13.76,3.11,1.65,2.43,3.24,3.48,3.99,7.08,10.25,4.06,9.57,4.07,3.81,3.32,3.64,0.84,0.87,9.18,10.53,9.86,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-345369_sample-3_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-345369_sample-3,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,9.62,2.51,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.9,21.81,13.68,10.38,135.15,5.56,13.12,14.46,2.8,1.7,2.61,3.2,3.5,4.08,7.13,10.3,3.93,9.52,3.95,3.98,3.21,3.59,0.84,0.87,9.22,10.62,9.92,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-345369_sample-4_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-345369_sample-4,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,10.26,2.48,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,56.68,22.3,13.78,10.5,130.2,5.46,13.26,14.23,3.44,1.95,2.96,3.03,3.53,4.52,7.1,10.32,3.92,9.46,3.91,4.05,3.2,3.57,0.84,0.86,9.27,10.77,10.02,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-356189_sample-0_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-356189_sample-0,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,9.38,2.58,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,56.59,23.27,14.08,10.47,138.45,5.27,13.16,13.53,2.99,1.74,2.42,3.63,3.44,3.96,7.1,10.3,4,9.42,3.96,4,3.29,3.61,0.84,0.87,9.29,10.65,9.97,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-356189_sample-1_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-356189_sample-1,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,9.87,2.61,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,58.83,21.27,13.88,10.41,131.49,5.54,13.15,14.72,3.43,1.83,2.79,3.16,3.45,4.11,7.11,10.19,4.05,9.51,3.97,3.57,3.23,3.59,0.84,0.87,9.32,10.67,10,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-356189_sample-2_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-356189_sample-2,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,9.02,2.57,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,57.68,20.53,13.21,10.13,134.62,5.44,12.95,13.24,2.79,1.63,2.34,3.14,3.46,3.96,7.07,10.18,4.03,9.48,3.97,3.63,3.3,3.62,0.84,0.86,9.57,10.86,10.21,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-356189_sample-3_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-356189_sample-3,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,11.85,2.5,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,57.26,22.52,13.91,10.4,130.73,5.33,13.15,14.13,4.08,1.75,2.62,3.26,3.53,3.93,7.13,10.31,3.98,9.52,3.99,3.97,3.28,3.64,0.84,0.86,9.39,10.81,10.1,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-356189_sample-4_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-356189_sample-4,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,9.85,2.63,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,56.86,22.9,13.96,10.46,134.1,5.35,13.22,13.81,3.54,1.91,2.66,3.22,3.46,4.13,7.16,10.25,3.97,9.5,3.91,3.99,3.2,3.6,0.85,0.87,9.26,10.78,10.02,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-544704_sample-0_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-544704_sample-0,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,10.56,2.51,Intact,Intact,Out,Packed,DFGin,BLBplus,NTin,CTin,57.43,20.93,14.02,10.53,131.26,5.37,13.45,13.65,3.47,1.95,2.66,3.21,3.37,4.07,7.15,10.27,4.02,9.49,3.9,3.99,3.19,3.6,0.85,0.87,9.31,10.61,9.96,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-544704_sample-1_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-544704_sample-1,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,10.14,2.6,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.04,23.74,13.4,10.03,137.66,5.18,13.11,15.37,3.12,1.75,2.77,3.15,3.47,4.16,7.07,10.38,4.16,9.5,3.97,3.73,3.14,3.58,0.85,0.87,8.97,10.44,9.71,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-544704_sample-2_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-544704_sample-2,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,9.28,2.54,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,56.3,23.02,12.86,9.85,126.71,5.37,13.06,14.04,3.23,1.87,2.59,3.18,3.46,4.11,7.18,10.42,4.13,9.53,3.91,4.01,3.17,3.61,0.85,0.87,9.1,10.38,9.74,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-544704_sample-3_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-544704_sample-3,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,9.37,2.58,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,60.91,19.61,13.6,10.35,131.61,5.47,13.21,14.41,3.05,1.68,2.65,3.31,3.49,4.1,7.16,10.3,4.2,9.52,3.95,3.64,3.18,3.57,0.84,0.87,9.31,10.6,9.96,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-544704_sample-4_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-544704_sample-4,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,10.44,2.55,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,58.07,22.05,14.26,10.73,135.72,5.27,13.05,14.2,3.13,1.64,2.46,3.08,3.46,4.06,7.13,10.19,4.11,9.47,3.95,4.14,3.19,3.59,0.85,0.87,9.17,10.6,9.88,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-553568_sample-0_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-553568_sample-0,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,10.9,2.55,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,57.74,23.38,13.4,10.29,133.79,5.32,12.96,14.2,3.4,1.62,2.47,3.31,3.48,3.93,7.08,10.19,4.11,9.45,3.91,3.98,3.12,3.59,0.84,0.87,9.17,10.59,9.88,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 8,Other,Other,Intact,DFGin
a-csk-wtcat-holo_b-src-wtcat-apo_seed-553568_sample-1_model,a-csk-wtcat-holo_b-src-wtcat-apo/seed-553568_sample-1,model.cif,A,CSK-WT,Inactive (BLBplus),N-lobe Receiver,D,NA,NA,NA,11.22,2.51,Intact,Intact,Out,Packed,DFGin,BLBplus,NTout,CTin,56.81,23.59,13.9,10.55,135.94,5.22,13.1,13.96,2.85,1.75,2.4,3.43,3.47,4.07,7.09,10.28,4.11,9.55,3.99,3.71,3.22,3.61,0.85,0.87,9.03,10.37,9.7,a-csk-wtcat-holo_b-src-wtcat-apo,"csk-wtcat-holo
src-wtcat-apo",holo,"csk-wtcat-holo
src-wtcat-apo",FALSE,FALSE,Holo,"csk-wtcat-holo
src-wtcat-apo","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]","csk-wtcat-holo
src-wtcat-apo
[CSK = Holo]",State 7,Other,Other,Intact,DFGin
