Simulation_ID,Directory,File,Chain,Type,State,Role,Partner,CoFactor_Name,CoFactor_aC_Dist,CoFactor_ActLoop_Dist,Interface_C_Lobe_Donor_Dist,Interface_N_Lobe_Rec_Dist,R_Spine,C_Spine,C_Helix,Shell_State,Spatial,Dihedral,ActLoop_NT,ActLoop_CT,Phi_D,Psi_D,Cleft_Gape_Dist,Mg_Hijack_Dist,Substrate_Clearance_Angle,D1_Dist,D2_Dist,SB_Dist,HRD_ATP_Dist,DFG_Mg_Dist,DFG_ATP_Dist,PLoop_ATP_Dist,aCb4_aE_Dist,Spine_Bridge_Dist,V104_RS2_Dist,I150_HRD_Dist,Shell_M118_M120_Dist,Y156_N99_Dist,K105_E107_Dist,K105_E121_Dist,K105_N99_Dist,D220_HRD_Dist,ipTM,pTM,PAE_A_to_B,PAE_B_to_A,PAE_Mean_AB,Clean_Sim_ID,Condition_designed,Physical_Chain_State,Condition_reviewed,Sim_Has_Mismatch,Actual_Target_Apo,Physical_State,Condition_clean,Condition_physical,Condition,Macro_State,Binary_State,Binary_C_Helix,Binary_R_Spine,Binary_Spatial
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1922269_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-1922269_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.57,12.02,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,60.32,73.31,16.07,11.31,129.42,6.71,14.96,2.76,5.67,1.95,2.55,3.82,3.08,4.04,7.26,10.06,4.07,8.47,3.93,3.73,3.46,3.48,0.83,0.86,9.93,9.19,9.56,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-apo
src-wtcat-py159-holo",holo,"csk-wtcat-apo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-apo
src-wtcat-py159-holo","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1922269_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-1922269_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.58,10.05,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.42,57.59,16.52,NA,NA,6.78,15.04,2.78,NA,NA,NA,NA,3.44,7.67,7.29,9.93,4.11,8.53,3.76,3.47,3.07,3.44,0.82,0.85,9.94,9.8,9.87,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 1,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1922269_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-1922269_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.61,10.7,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.83,76.04,17.89,NA,NA,6.88,15.57,2.74,NA,NA,NA,NA,3.08,7.76,7.28,10.05,4.07,8.59,3.83,3.69,3.13,3.49,0.84,0.87,9.62,8.95,9.29,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1922269_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-1922269_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.66,12.42,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.58,74.43,17.98,NA,NA,6.79,15.57,2.71,NA,NA,NA,NA,3.12,7.69,7.28,10,4,8.58,3.89,3.72,3.21,3.54,0.82,0.86,9.67,9.48,9.57,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1970551_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-1970551_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.6,10.48,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.12,76.41,16.27,NA,NA,6.71,15.24,2.78,NA,NA,NA,NA,3.1,7.72,7.23,10,3.97,8.51,3.8,3.74,3.37,3.46,0.82,0.86,9.44,9.74,9.59,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1970551_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-1970551_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.61,11.57,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.92,76,16.79,NA,NA,6.75,15.14,2.75,NA,NA,NA,NA,3.06,7.73,7.34,10,4.02,8.54,3.98,3.77,3.2,3.46,0.82,0.86,9.73,10.1,9.91,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1970551_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-1970551_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.59,10.21,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,57.66,75.72,16.57,NA,NA,6.7,15.04,2.73,NA,NA,NA,NA,3.08,7.77,7.23,9.97,4.02,8.57,3.89,3.71,3.41,3.48,0.83,0.86,9.64,9.56,9.6,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1970551_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-1970551_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.62,10.71,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,57.62,76.8,17.42,NA,NA,6.66,15.27,2.62,NA,NA,NA,NA,3.08,7.72,7.23,9.97,4.03,8.44,3.86,3.75,3.27,3.46,0.83,0.86,9.66,9.54,9.6,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-1970551_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-1970551_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.64,10.31,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,57.05,57.19,15.75,NA,NA,6.79,14.89,3.02,NA,NA,NA,NA,3.1,7.78,7.25,9.95,3.99,8.54,3.65,3.8,3.25,3.44,0.8,0.84,10.35,10.88,10.62,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-250699_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-250699_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.61,11.71,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.91,75.17,16.87,NA,NA,6.73,15.25,2.91,NA,NA,NA,NA,3.08,7.77,7.24,10.05,4.03,8.51,3.82,3.69,3.56,3.46,0.83,0.87,9.4,9.01,9.21,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-250699_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-250699_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.54,11.9,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.4,77.1,17.09,NA,NA,6.69,15.23,3.04,NA,NA,NA,NA,3.01,7.72,7.24,10,3.99,8.56,3.8,3.73,3.33,3.45,0.84,0.87,9.64,8.99,9.32,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-250699_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-250699_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.63,10.88,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.14,76.79,17.43,NA,NA,6.74,15.31,2.93,NA,NA,NA,NA,3.13,7.74,7.24,9.97,4.06,8.54,3.85,3.65,3.24,3.47,0.82,0.86,9.99,9.6,9.79,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-250699_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-250699_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.63,11.88,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,59.53,76.04,16.2,11.88,122.02,6.71,14.91,2.69,5.75,2.18,2.58,3.85,3.09,4.07,7.24,9.96,4.05,8.49,3.96,3.74,3.46,3.51,0.81,0.85,10.43,9.89,10.16,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-apo
src-wtcat-py159-holo",holo,"csk-wtcat-apo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-apo
src-wtcat-py159-holo","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",State 8,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-250699_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-250699_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.64,11.96,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.64,74.95,16.82,NA,NA,6.79,15.27,2.86,NA,NA,NA,NA,3.1,7.71,7.31,10,3.99,8.48,4.08,3.79,3.29,3.51,0.84,0.87,9.68,9.07,9.38,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-339648_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-339648_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.56,11.07,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.84,75.58,17.67,NA,NA,6.84,15.4,2.64,NA,NA,NA,NA,3.04,7.79,7.25,10.04,3.99,8.49,3.66,3.72,3.11,3.45,0.84,0.87,9.56,9.22,9.39,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-339648_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-339648_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.56,11.95,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.35,73.19,18.6,NA,NA,6.73,15.76,5.75,NA,NA,NA,NA,3.04,7.77,7.22,9.98,4,8.51,3.79,3.66,3.12,3.46,0.85,0.88,9.17,8.82,9,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-339648_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-339648_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.65,10.33,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.33,70.65,17.33,NA,NA,6.82,15.51,2.96,NA,NA,NA,NA,3.13,7.75,7.15,10,3.99,8.5,3.73,3.67,3.51,3.47,0.84,0.87,9.68,9.28,9.48,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-339648_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-339648_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.74,11.75,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.4,75.23,16.58,NA,NA,6.79,15.32,2.72,NA,NA,NA,NA,3.08,7.77,7.22,10.01,4.08,8.5,3.93,3.45,3.22,3.48,0.84,0.87,9.86,9.35,9.61,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-339648_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-339648_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.62,10.82,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.11,73.98,16.48,NA,NA,6.76,15.16,2.85,NA,NA,NA,NA,3.09,7.82,7.23,9.99,4,8.54,3.92,3.73,3.66,3.46,0.84,0.87,9.54,9.51,9.52,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-538125_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-538125_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.6,10.37,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.78,73.08,16.56,NA,NA,6.69,15.06,2.71,NA,NA,NA,NA,3.09,7.76,7.24,9.95,4.02,8.53,3.83,3.78,3.31,3.46,0.84,0.87,9.31,9.07,9.19,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-538125_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-538125_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.62,11.84,Intact,Intact,In,Packed,DFGin,BLAminus,NTin,CTin,60.1,74.03,14.88,11.04,131.14,6.67,14.63,2.86,4.89,2.27,2.44,2.81,3.11,4.17,7.12,9.94,4.03,8.52,3.83,3.64,3.25,3.47,0.83,0.87,9.64,8.92,9.28,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-apo
src-wtcat-py159-holo",holo,"csk-wtcat-apo
src-wtcat-py159-holo",FALSE,FALSE,Holo,"csk-wtcat-apo
src-wtcat-py159-holo","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",State 7,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-538125_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-538125_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.66,11.53,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,56.13,71.64,15.67,NA,NA,6.93,15.25,2.9,NA,NA,NA,NA,3.15,7.75,7.29,9.98,4.03,8.49,3.87,3.72,3.55,3.48,0.85,0.88,8.94,8.75,8.84,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-538125_sample-3_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-538125_sample-3,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.62,11.45,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,57.91,70.89,17.33,NA,NA,6.78,15.43,2.73,NA,NA,NA,NA,3.05,7.69,7.32,10,4,8.46,3.89,3.75,3.27,3.48,0.85,0.88,8.84,8.54,8.69,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-538125_sample-4_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-538125_sample-4,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.65,11.5,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,60.09,77.21,17.45,NA,NA,6.72,15.32,2.74,NA,NA,NA,NA,3.11,7.83,7.26,10,4,8.43,3.96,3.68,3.44,3.48,0.84,0.87,9.44,8.88,9.16,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-748643_sample-0_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-748643_sample-0,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.61,11.73,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,59.21,73.69,17.46,NA,NA,6.78,15.24,2.66,NA,NA,NA,NA,3.12,7.77,7.24,10.03,4.03,8.55,3.51,3.74,2.89,3.47,0.83,0.87,9.33,9.43,9.38,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-748643_sample-1_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-748643_sample-1,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.52,11.94,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,57.36,70.14,18.13,NA,NA,6.76,15.54,2.58,NA,NA,NA,NA,3.09,7.72,7.2,10.03,4.08,8.58,3.93,3.41,3.48,3.43,0.83,0.86,9.88,9.73,9.8,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 3,Active (BLAminus),In,Intact,DFGin
a-csk-wtcat-apo_b-src-wtcat-py159-holo_seed-748643_sample-2_model,a-csk-wtcat-apo_b-src-wtcat-py159-holo/seed-748643_sample-2,model.cif,B,SRC-WT,Active (BLAminus),C-lobe Donor,A,NA,NA,NA,2.54,11.13,Intact,No Ligand,In,Packed,DFGin,BLAminus,NTin,CTin,58.65,74.57,16.26,NA,NA,6.74,15.17,2.83,NA,NA,NA,NA,3.04,7.78,7.25,10.01,3.97,8.5,3.93,3.74,3.31,3.52,0.83,0.87,9.43,9.69,9.56,a-csk-wtcat-apo_b-src-wtcat-py159-holo,"csk-wtcat-holo
src-wtcat-py159-apo",apo,"csk-wtcat-holo
src-wtcat-py159-apo",TRUE,TRUE,Apo,"csk-wtcat-holo
src-wtcat-py159-apo","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",State 5,Active (BLAminus),In,Intact,DFGin
