Metric,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,1338.5,3.27e-19,1.14e-18,****
Interface_C_Lobe_Donor_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,7860.5,0.469,0.492,ns
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,1805.5,5.98e-15,1.57e-14,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,33,338.5,8.51e-12,1.62e-11,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,8954,0.225,0.249,ns
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,4060.5,0.022,0.029,*
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,2268.5,3.2799999999999995e-23,2.3e-22,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,1224,2.83e-20,1.19e-19,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,33,1001,7.29e-4,0.001,***
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,15648.5,4.6e-17,1.38e-16,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,7808.5,6.83e-12,1.43e-11,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,6018.5,1.75e-4,2.62e-4,***
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,3241.5,1.74e-5,2.81e-5,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",33,196,5785,4.35e-13,1.02e-12,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",33,100,2949.5,1.31e-11,2.29e-11,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",33,166,3058,0.292,0.307,ns
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",33,100,1685.5,0.855,0.855,ns
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,8845,0.171,0.211,ns
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,4756.5,3.9699999999999995e-31,8.339999999999999e-30,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,2490,9.110000000000001e-26,9.57e-25,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,2552,3.1600000000000003e-21,1.66e-20,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,1353.5,5.16e-19,1.81e-18,****
Interface_N_Lobe_Rec_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,7546,0.215,0.249,ns
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,1003,1.49e-22,5.6e-22,****
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,492,6.3e-10,1.2e-9,****
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,12049,0.001,0.002,**
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,4976.5,0.955,0.955,ns
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,3286,1.53e-16,4.02e-16,****
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,901.5,1.2499999999999999e-23,6.559999999999999e-23,****
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,1773,0.711,0.747,ns
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,18034.5,2.6799999999999996e-32,2.8099999999999997e-31,****
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,8890,1.9300000000000003e-21,5.790000000000001e-21,****
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,10096.5,0.003,0.004,**
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,4515.5,0.237,0.262,ns
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",34,196,5911,5.6e-13,1.18e-12,****
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,2889,1.17e-9,2.05e-9,****
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",34,166,3316.5,0.108,0.133,ns
K105_E107_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1464.5,0.229,0.262,ns
K105_E107_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,7754.5,0.003,0.004,**
K105_E107_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,5653.5,9.590000000000001e-27,6.71e-26,****
K105_E107_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,1498.5,8.51e-33,1.7899999999999997e-31,****
K105_E107_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,3562,6.22e-15,1.45e-14,****
K105_E107_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,1005.5,1.6e-22,5.6e-22,****
K105_E107_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,5779,3.33e-5,5.38e-5,****
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,2880,2.2e-7,1.54e-6,****
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,1000.5,3.47e-4,7.29e-4,***
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,7258.5,2.61e-4,6.85e-4,***
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,3863,0.005,0.01,**
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,4332,6.47e-11,1.36e-9,****
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,3208.5,1.19e-5,5e-5,****
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,1698,0.994,0.994,ns
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,12655,4.13e-5,1.45e-4,***
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,6473.5,3.17e-4,7.29e-4,***
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,6879.5,0.019,0.027,*
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,5700.5,0.087,0.107,ns
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",34,196,4195.5,0.016,0.024,*
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,2151.5,0.021,0.028,*
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",34,166,2405,0.175,0.204,ns
K105_E121_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1916.5,0.269,0.297,ns
K105_E121_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,10059,0.71,0.745,ns
K105_E121_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,10569.5,9.14e-9,9.6e-8,****
K105_E121_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,7932.5,0.007,0.013,*
K105_E121_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,5392.5,1.7e-6,8.92e-6,****
K105_E121_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,3984,0.013,0.021,*
K105_E121_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,10688.5,8.35e-5,2.5e-4,***
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,1177,9.28e-21,3.25e-20,****
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,336,3.04e-12,6.38e-12,****
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,8749,0.131,0.196,ns
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,4409,0.149,0.209,ns
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,2734.5,5.22e-20,1.37e-19,****
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,938,3.1699999999999996e-23,2.62e-22,****
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,1462,0.224,0.277,ns
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,16601.5,1.5400000000000001e-22,6.47e-22,****
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,8785.5,2.21e-20,6.63e-20,****
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,8490.5,0.754,0.792,ns
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,4539,0.26,0.303,ns
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",34,196,5790.5,6.59e-12,1.26e-11,****
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,3038,7.72e-12,1.35e-11,****
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",34,166,3245.5,0.169,0.222,ns
K105_N99_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1770,0.722,0.792,ns
K105_N99_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,9765.5,0.961,0.961,ns
K105_N99_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,6438,3.74e-23,2.62e-22,****
K105_N99_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,2475.5,7.080000000000001e-26,1.49e-24,****
K105_N99_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,2909.5,7.22e-19,1.68e-18,****
K105_N99_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,969.5,6.819999999999999e-23,3.58e-22,****
K105_N99_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,7375.5,0.128,0.196,ns
Mg_Hijack_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,2091.5,0.046,0.046,*
Mg_Hijack_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1187.5,0.009,0.013,*
Mg_Hijack_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,2145.5,3.08e-12,9.24e-12,****
PLoop_ATP_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,2357,7.88e-4,0.001,***
PLoop_ATP_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1329,0.058,0.058,ns
PLoop_ATP_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,2488,8.42e-10,2.53e-9,****
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,5201,0.624,0.624,ns
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,1426.5,0.163,0.201,ns
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,11289.5,0.032,0.049,*
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,8007.5,1.96e-13,1.03e-12,****
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,9341.5,0.087,0.121,ns
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,2038,4.55e-13,1.91e-12,****
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,1443.5,0.19,0.222,ns
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,10863.5,0.127,0.167,ns
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,7609.5,1.78e-10,4.15e-10,****
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,8976.5,0.266,0.294,ns
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,2223.5,1.16e-11,4.06e-11,****
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",34,196,4166,0.02,0.035,*
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,2600,4.17e-6,8.76e-6,****
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",34,166,3505,0.026,0.043,*
SB_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1060.5,0.001,0.002,**
SB_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,14291,1.11e-10,2.91e-10,****
SB_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,15771.5,0.617,0.624,ns
SB_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,3451.5,7.73e-20,8.12e-19,****
SB_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,4349.5,7.87e-11,2.36e-10,****
SB_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,911.5,1.6499999999999998e-23,3.46e-22,****
SB_Dist,Distance,"csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",166,100,2928.5,9.55e-19,6.68e-18,****
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]",100,100,6106.5,0.007,0.009,**
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,1611,0.65,0.65,ns
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,10240,0.526,0.552,ns
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,3065,2.15e-6,5.64e-6,****
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,10396,5.51e-4,8.9e-4,***
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,2661.5,1.02e-8,3.57e-8,****
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]",100,34,1018.5,4.82e-4,8.44e-4,***
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",100,196,7863,0.005,0.008,**
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",100,100,2753.5,3.81e-8,1.14e-7,****
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,7886,0.495,0.547,ns
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,1663.5,3.32e-16,3.49e-15,****
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]",34,196,3621,0.419,0.489,ns
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",34,100,1475,0.25,0.309,ns
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",34,166,3949.5,2.35e-4,5.48e-4,***
Shell_M118_M120_Dist,Distance,"csk-wtcat-apo
src-wtcat-py159-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",34,100,1012,4.3e-4,8.21e-4,***
Shell_M118_M120_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]",196,100,5627.5,1.91e-9,8.02e-9,****
Shell_M118_M120_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",196,166,19791.5,3.73e-4,7.83e-4,***
Shell_M118_M120_Dist,Distance,"csk-wtcat-holo
src-wtcat-apo
[SRC = Apo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",196,100,4823,7.62e-13,5.33e-12,****
Shell_M118_M120_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-apo
[SRC = Apo]",100,166,11947,1.83e-9,8.02e-9,****
Shell_M118_M120_Dist,Distance,"csk-wtcat-holo
src-wtcat-holo
[SRC = Holo]","csk-wtcat-holo
src-wtcat-py159-holo
[SRC = Holo]",100,100,4120,0.031,0.041,*
