Metric,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif
PLoop_ATP_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,1549,3.37e-17,6.74e-17,****
PLoop_ATP_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,635.5,1.51e-26,4.5300000000000004e-26,****
PLoop_ATP_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,1919,5.18e-14,7.77e-14,****
PLoop_ATP_Dist,Distance,"cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,7324.5,1.36e-8,1.63e-8,****
SB_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
[CDK1 = Holo]",100,100,0,2.53e-34,7.5899999999999996e-34,****
SB_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Apo]",100,100,9128.5,6.28e-24,1.0499999999999999e-23,****
SB_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,9844.5,2.2999999999999998e-32,5.75e-32,****
SB_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,7702,4.05e-11,5.52e-11,****
SB_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,7726.5,2.7e-11,4.05e-11,****
SB_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1
ccnb1
[CDK1 = Apo]",100,100,10000,2.51e-34,7.5899999999999996e-34,****
SB_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,10000,2.3e-34,7.5899999999999996e-34,****
SB_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,10000,2.46e-34,7.5899999999999996e-34,****
SB_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,10000,2.45e-34,7.5899999999999996e-34,****
SB_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,5679.5,0.097,0.097,ns
SB_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,2812,8.96e-8,1.12e-7,****
SB_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,2980,7.97e-7,9.2e-7,****
SB_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,298,1.3599999999999999e-30,2.9099999999999998e-30,****
SB_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,310.5,1.93e-30,3.6199999999999995e-30,****
SB_Dist,Distance,"cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,6839,6.85e-6,7.34e-6,****
Shell_M118_M120_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
[CDK1 = Holo]",100,100,6430.5,3.7e-4,6.17e-4,***
Shell_M118_M120_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Apo]",100,100,4938.5,0.881,0.881,ns
Shell_M118_M120_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,5528.5,0.19,0.238,ns
Shell_M118_M120_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,43,6e-34,1.8e-33,****
Shell_M118_M120_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,50,7.469999999999999e-34,1.87e-33,****
Shell_M118_M120_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1
ccnb1
[CDK1 = Apo]",100,100,4144,0.035,0.052,ns
Shell_M118_M120_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,4166,0.038,0.052,ns
Shell_M118_M120_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,7,1.8199999999999999e-34,1.42e-33,****
Shell_M118_M120_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,8,1.8899999999999998e-34,1.42e-33,****
Shell_M118_M120_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,5357.5,0.38,0.438,ns
Shell_M118_M120_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,742.5,2.07e-25,4.44e-25,****
Shell_M118_M120_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,765,3.71e-25,6.96e-25,****
Shell_M118_M120_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,37.5,5.3099999999999995e-34,1.8e-33,****
Shell_M118_M120_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,38.5,5.5299999999999996e-34,1.8e-33,****
Shell_M118_M120_Dist,Distance,"cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,5233,0.568,0.609,ns
Spine_Bridge_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
[CDK1 = Holo]",100,100,10000,2.35e-34,4.69e-34,****
Spine_Bridge_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Apo]",100,100,1948.5,8.61e-14,1.08e-13,****
Spine_Bridge_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,10000,2.4099999999999997e-34,4.69e-34,****
Spine_Bridge_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,10000,2.28e-34,4.69e-34,****
Spine_Bridge_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,10000,2.24e-34,4.69e-34,****
Spine_Bridge_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1
ccnb1
[CDK1 = Apo]",100,100,0,2.44e-34,4.69e-34,****
Spine_Bridge_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,1698.5,7.01e-16,9.56e-16,****
Spine_Bridge_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,180.5,4.7299999999999997e-32,7.879999999999999e-32,****
Spine_Bridge_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,507,4.29e-28,6.44e-28,****
Spine_Bridge_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,10000,2.4999999999999997e-34,4.69e-34,****
Spine_Bridge_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,10000,2.37e-34,4.69e-34,****
Spine_Bridge_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,10000,2.3199999999999997e-34,4.69e-34,****
Spine_Bridge_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,5405,0.323,0.323,ns
Spine_Bridge_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,6034,0.012,0.012,*
Spine_Bridge_Dist,Distance,"cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,6766.5,1.5e-5,1.73e-5,****
V104_RS2_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
[CDK1 = Holo]",100,100,47.5,9.5e-34,1.42e-33,****
V104_RS2_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Apo]",100,100,1052,4.82e-22,6.57e-22,****
V104_RS2_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,9989,3.01e-34,5.64e-34,****
V104_RS2_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,10000,1.99e-34,4.69e-34,****
V104_RS2_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,10000,2.0299999999999997e-34,4.69e-34,****
V104_RS2_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1
ccnb1
[CDK1 = Apo]",100,100,3162.5,7.05e-6,8.13e-6,****
V104_RS2_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,10000,2.19e-34,4.69e-34,****
V104_RS2_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,10000,2.02e-34,4.69e-34,****
V104_RS2_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,10000,2.0499999999999998e-34,4.69e-34,****
V104_RS2_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,9985.5,3.47e-34,5.78e-34,****
V104_RS2_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,10000,2.07e-34,4.69e-34,****
V104_RS2_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,10000,2.11e-34,4.69e-34,****
V104_RS2_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,6612.5,7.34e-5,7.86e-5,****
V104_RS2_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,7279,2.13e-8,2.66e-8,****
V104_RS2_Dist,Distance,"cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,5786.5,0.053,0.053,ns
Y156_N99_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
[CDK1 = Holo]",100,100,6629.5,6.68e-5,9.11e-5,****
Y156_N99_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Apo]",100,100,9682,2.5199999999999997e-30,9.45e-30,****
Y156_N99_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,9652.5,5.2399999999999995e-30,1.57e-29,****
Y156_N99_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,6402,5.91e-4,7.39e-4,***
Y156_N99_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,6807.5,9.45e-6,1.42e-5,****
Y156_N99_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1
ccnb1
[CDK1 = Apo]",100,100,9217,6.45e-25,1.38e-24,****
Y156_N99_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,9008,1.07e-22,2.01e-22,****
Y156_N99_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,4459,0.185,0.206,ns
Y156_N99_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,4880,0.769,0.769,ns
Y156_N99_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,2214.5,9.33e-12,1.56e-11,****
Y156_N99_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,314,2.07e-30,9.45e-30,****
Y156_N99_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,382,1.36e-29,3.4000000000000003e-29,****
Y156_N99_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,119,6.88e-33,1.0299999999999998e-31,****
Y156_N99_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,283,7.659999999999999e-31,5.7399999999999995e-30,****
Y156_N99_Dist,Distance,"cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,5531,0.192,0.206,ns
aCb4_aE_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
[CDK1 = Holo]",100,100,0,1.79e-34,6.299999999999999e-34,****
aCb4_aE_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Apo]",100,100,3.5,2.1e-34,6.299999999999999e-34,****
aCb4_aE_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,2.5,1.9399999999999997e-34,6.299999999999999e-34,****
aCb4_aE_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,0,1.85e-34,6.299999999999999e-34,****
aCb4_aE_Dist,Distance,"cdk1
[CDK1 = Apo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,1,2.02e-34,6.299999999999999e-34,****
aCb4_aE_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1
ccnb1
[CDK1 = Apo]",100,100,7750,1.3e-11,2.44e-11,****
aCb4_aE_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,9201,5.55e-25,1.39e-24,****
aCb4_aE_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,6664.5,3.97e-5,4.96e-5,****
aCb4_aE_Dist,Distance,"cdk1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,7367.5,5.42e-9,8.13e-9,****
aCb4_aE_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1
ccnb1
[CDK1 = Holo]",100,100,6912,2.4e-6,3.27e-6,****
aCb4_aE_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,3521,2.65e-4,3.06e-4,***
aCb4_aE_Dist,Distance,"cdk1
ccnb1
[CDK1 = Apo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,4416,0.15,0.15,ns
aCb4_aE_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]",100,100,1672.5,2.49e-16,5.34e-16,****
aCb4_aE_Dist,Distance,"cdk1
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,2553.5,1.68e-9,2.8e-9,****
aCb4_aE_Dist,Distance,"cdk1-pt14-py15-pt161
ccnb1
[CDK1 = Holo]","cdk1-pt161
ccnb1
[CDK1 = Holo]",100,100,5869,0.032,0.034,*
